,Argument,Attached_value,Document,Segment,Original_value,Node,Type
674,packaging,"[['composition'], 21, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['composition'], 21, 22]","['composites', 1, 'FastrPref']",SYMBOLIC
676,packaging,"[['film', 'solutions'], 2, 4]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['film', 'solutions'], 2, 4]","['film_forming_solutions', 3, 'FastrPref']",SYMBOLIC
677,packaging,"[['400', 'and'], 22, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Materials']","[['400', 'and'], 22, 24]","['bht', 3, 'FastrAlt']",SYMBOLIC
678,packaging,"[['mc'], 0, 1]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Materials']","[['mc'], 0, 1]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
682,packaging,"[['ca'], 3, 4]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Materials']","[['ca'], 3, 4]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
685,packaging,"[['san'], 37, 38]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Materials']","[['san'], 37, 38]","['styrene_45_acrylonotrile_copolymer', 3, 'AltLabel']",SYMBOLIC
686,packaging,"[['mc'], 0, 1]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Preparation of films']","[['mc'], 0, 1]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
707,packaging,"[['edible', 'film'], 1, 3]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['edible', 'film'], 1, 3]","['edible_film', 3, 'PrefLabel']",SYMBOLIC
716,packaging,"[['edible', 'films'], 4, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['edible', 'films'], 4, 6]","['edible_film', 3, 'FastrPref']",SYMBOLIC
720,packaging,"[['edible', 'films'], 10, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP', 'figure']","[['edible', 'films'], 10, 12]","['edible_film', 3, 'FastrPref']",SYMBOLIC
722,packaging,"[['film', 'composition'], 24, 26]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['film', 'composition'], 24, 26]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
726,packaging,"[['film', 'with', 'a', 'composition'], 15, 19]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['film', 'with', 'a', 'composition'], 15, 19]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
727,packaging,"[['mc'], 22, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 22, 23]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
741,packaging,"[['composition'], 15, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['composition'], 15, 16]","['composites', 1, 'FastrPref']",SYMBOLIC
745,packaging,"[['protein', 'based', 'films'], 16, 19]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['protein', 'based', 'films'], 16, 19]","['fractionated_soy_protein_films', 3, 'FastrPref']",SYMBOLIC
747,packaging,"[['film', 'with', 'a', 'composition'], 16, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['film', 'with', 'a', 'composition'], 16, 20]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
748,packaging,"[['mc'], 21, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 21, 22]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
761,packaging,"[['composition'], 11, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['composition'], 11, 12]","['composites', 1, 'FastrPref']",SYMBOLIC
768,packaging,"[['mc'], 11, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 11, 12]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
770,packaging,"[['mc'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 1, 2]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
772,packaging,"[['mc'], 6, 7]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 6, 7]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
774,packaging,"[['mc'], 9, 10]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['mc'], 9, 10]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
775,packaging,"[['edible', 'films'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['edible', 'films'], 14, 16]","['edible_film', 3, 'FastrPref']",SYMBOLIC
777,packaging,"[['edible', 'films'], 4, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['edible', 'films'], 4, 6]","['edible_film', 3, 'FastrPref']",SYMBOLIC
779,packaging,"[['composition', 'or', 'thickness', 'of', 'the', 'films'], 13, 19]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['composition', 'or', 'thickness', 'of', 'the', 'films'], 13, 19]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
782,packaging,"[['compositions'], 11, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure']","[['compositions'], 11, 12]","['composites', 1, 'FastrPref']",SYMBOLIC
793,packaging,"[['compositions'], 0, 1]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure', 'table']","[['compositions'], 0, 1]","['composites', 1, 'FastrPref']",SYMBOLIC
815,packaging,"[['edible', 'films'], 22, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['edible', 'films'], 22, 24]","['edible_film', 3, 'FastrPref']",SYMBOLIC
816,packaging,"[['cellulose'], 19, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['cellulose'], 19, 20]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
818,packaging,"[['edible', 'films'], 5, 7]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['edible', 'films'], 5, 7]","['edible_film', 3, 'FastrPref']",SYMBOLIC
819,packaging,"[['composition'], 15, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['composition'], 15, 16]","['composites', 1, 'FastrPref']",SYMBOLIC
821,packaging,"[['edible', 'films'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['edible', 'films'], 14, 16]","['edible_film', 3, 'FastrPref']",SYMBOLIC
822,packaging,"[['mc'], 14, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['mc'], 14, 15]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
824,packaging,"[['film', 'composition'], 30, 32]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['film', 'composition'], 30, 32]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
825,packaging,"[['ca'], 23, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 23, 24]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
826,packaging,"[['ca'], 5, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 5, 6]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
827,packaging,"[['film', 'composition'], 10, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['film', 'composition'], 10, 12]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
828,packaging,"[['mc'], 23, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['mc'], 23, 24]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
829,packaging,"[['ca'], 5, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 5, 6]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
838,packaging,"[['ca'], 16, 17]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 16, 17]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
839,packaging,"[['mc'], 14, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['mc'], 14, 15]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
840,packaging,"[['ca'], 10, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 10, 11]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
842,packaging,"[['mc'], 24, 25]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['mc'], 24, 25]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
843,packaging,"[['ca'], 20, 21]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['ca'], 20, 21]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
845,packaging,"[['edible', 'films'], 11, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[['edible', 'films'], 11, 13]","['edible_film', 3, 'FastrPref']",SYMBOLIC
849,packaging,"[['mc'], 20, 21]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[['mc'], 20, 21]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
850,packaging,"[['edible', 'films'], 11, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[['edible', 'films'], 11, 13]","['edible_film', 3, 'FastrPref']",SYMBOLIC
879,packaging,"[['composition'], 10, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['composition'], 10, 11]","['composites', 1, 'FastrPref']",SYMBOLIC
880,packaging,"[['mc'], 15, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['mc'], 15, 16]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
881,packaging,"[['mc'], 26, 27]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['mc'], 26, 27]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
882,packaging,"[['mc'], 42, 43]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['mc'], 42, 43]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
883,packaging,"[['mc'], 53, 54]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['mc'], 53, 54]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
884,packaging,"[['ca'], 32, 33]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['ca'], 32, 33]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
889,packaging,"[['composition'], 5, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['composition'], 5, 6]","['composites', 1, 'FastrPref']",SYMBOLIC
890,packaging,"[['ca'], 5, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on water loss of fresh foods']","[['ca'], 5, 6]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
897,packaging,"[['compositions'], 13, 14]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on browning of fresh foods']","[['compositions'], 13, 14]","['composites', 1, 'FastrPref']",SYMBOLIC
898,packaging,"[['ca'], 14, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on browning of fresh foods']","[['ca'], 14, 15]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
899,packaging,"[['ca'], 13, 14]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on browning of fresh foods']","[['ca'], 13, 14]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
903,packaging,"[['compositions'], 33, 34]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['compositions'], 33, 34]","['composites', 1, 'FastrPref']",SYMBOLIC
908,packaging,"[['composition'], 12, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['composition'], 12, 13]","['composites', 1, 'FastrPref']",SYMBOLIC
916,packaging,"[['ca'], 7, 8]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['ca'], 7, 8]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
918,packaging,"[['and', 'peg'], 23, 25]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['and', 'peg'], 23, 25]","['bht', 3, 'FastrAlt']",SYMBOLIC
919,packaging,"[['mc'], 22, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['mc'], 22, 23]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
930,packaging,"[['ca'], 6, 7]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['ca'], 6, 7]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
934,packaging,"[['ca'], 14, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['ca'], 14, 15]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
935,packaging,"[['ca'], 15, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['ca'], 15, 16]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
959,packaging,"[['methylcellulose-based', 'edible', 'films'], 43, 46]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['methylcellulose-based', 'edible', 'films'], 43, 46]","['methylcellulose_45_based_edible_films', 4, 'PrefLabel']",SYMBOLIC
960,packaging,"[['edible', 'films'], 13, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['edible', 'films'], 13, 15]","['edible_film', 3, 'FastrPref']",SYMBOLIC
963,packaging,"[['film', 'composition'], 11, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['film', 'composition'], 11, 13]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
964,packaging,"[['ca'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['ca'], 8, 9]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
965,packaging,"[['ca'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['ca'], 8, 9]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
715,partial_pressure_difference,"[['δp'], 2, 3]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[[['1'], 6, 7], [['atm'], 7, 8]]","['partial_pressure_difference', 0, 'AltLabel']",QUANTITY
719,relative_humidity,"[['relative', 'humidity'], 20, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[[['0'], 18, 19], [['%'], 19, 20]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
735,relative_humidity,"[['relative', 'humidity'], 24, 26]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['24'], 19, 20], [['%'], 23, 24]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
738,relative_humidity,"[['relative', 'humidity'], 24, 26]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0'], 22, 23], [['%'], 23, 24]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
739,relative_humidity,"[['relative', 'humidity'], 24, 26]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0.52×10', '^', '-9'], 27, 30], [['%'], 23, 24]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
760,relative_humidity,"[['relative', 'humidity'], 22, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0'], 20, 21], [['%'], 21, 22]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
764,relative_humidity,"[['relative', 'humidity'], 10, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0'], 8, 9], [['%'], 9, 10]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
787,relative_humidity,"[['relative', 'humidity'], 21, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure']","[[['152'], 10, 11], [['in'], 6, 7]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
790,relative_humidity,"[['relative', 'humidity'], 21, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure']","[[['25'], 16, 17], [['%'], 20, 21]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
791,relative_humidity,"[['relative', 'humidity'], 21, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure']","[[['25'], 16, 17], [['in'], 6, 7]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
792,relative_humidity,"[['relative', 'humidity'], 21, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Coating procedure']","[[['84'], 19, 20], [['%'], 20, 21]]","['relative_humidity', 0, 'PrefLabel']",QUANTITY
848,relative_humidity,"[['rh'], 19, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['0'], 17, 18], [['%'], 18, 19]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
854,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['20'], 14, 15], [['g'], 15, 16]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
857,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['100'], 18, 19], [['g'], 19, 20]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
860,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['100'], 18, 19], [['g'], 15, 16]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
862,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['100'], 18, 19], [['%'], 26, 27]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
866,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['25'], 22, 23], [['g'], 19, 20]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
867,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['25'], 22, 23], [['%'], 26, 27]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
870,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['25'], 22, 23], [['g'], 15, 16]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
872,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['0'], 25, 26], [['%'], 26, 27]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
873,relative_humidity,"[['rh'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['0'], 25, 26], [['g'], 19, 20]]","['relative_humidity', 0, 'AltLabel']",QUANTITY
