,Argument,Attached_value,Document,Segment,Original_value,Node,Type
4041,impact_factor_component,"[['montmorillonite'], 5, 6]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,['Introduction'],"[['montmorillonite'], 5, 6]","['montmorillonite', 3, 'PrefLabel']",SYMBOLIC
4042,packaging,"[['nanocomposite'], 20, 21]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,['Introduction'],"[['nanocomposite'], 20, 21]","['nanocomposites', 2, 'FastrPref']",SYMBOLIC
4043,impact_factor_component,"[['nanoplatelets'], 29, 30]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,['Introduction'],"[['nanoplatelets'], 29, 30]","['nanoplatelet', 2, 'FastrPref']",SYMBOLIC
4044,impact_factor_component,"[['silicate'], 27, 28]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,['Introduction'],"[['silicate'], 27, 28]","['montmorillonite_layered', 4, 'AltLabel']",SYMBOLIC
4045,packaging,"[['polyamide', '6'], 1, 3]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['polyamide', '6'], 1, 3]","['polyamide_6', 3, 'PrefLabel']",SYMBOLIC
4046,packaging,"[['pa6'], 4, 5]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['pa6'], 4, 5]","['polyamide_6', 3, 'AltLabel']",SYMBOLIC
4047,impact_factor_component,"[['nanofil', '804'], 4, 6]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['nanofil', '804'], 4, 6]","['nanofil', 2, 'AltLabel']",SYMBOLIC
4048,impact_factor_component,"[['clay', 'mineral'], 1, 3]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['clay', 'mineral'], 1, 3]","['clay', 2, 'AltLabel']",SYMBOLIC
4049,impact_factor_component,"[['organically', 'modified', 'montmorillonite'], 6, 9]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['organically', 'modified', 'montmorillonite'], 6, 9]","['organically_modified_montmorillonite', 5, 'PrefLabel']",SYMBOLIC
4050,impact_factor_component,"[['ommt'], 10, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[['ommt'], 10, 11]","['organically_modified_montmorillonite', 5, 'AltLabel']",SYMBOLIC
4051,component_qty_value,"[['ommt'], 10, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[[['30.8'], 22, 23]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4052,component_qty_value,"[['organically', 'modified', 'montmorillonite'], 6, 9]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[[['30.8'], 22, 23]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4053,component_qty_value,"[['ommt'], 10, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[[['17'], 26, 27]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4054,component_qty_value,"[['organically', 'modified', 'montmorillonite'], 6, 9]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Materials']","[[['17'], 26, 27]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4055,packaging,"[['polyamide', 'pellets'], 0, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['polyamide', 'pellets'], 0, 2]","['polyamide', 2, 'AltLabel']",SYMBOLIC
4056,packaging,"[['blending'], 20, 21]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['blending'], 20, 21]","['blend', 1, 'FastrPref']",SYMBOLIC
4057,impact_factor_component,"[['ommt'], 3, 4]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['ommt'], 3, 4]","['organically_modified_montmorillonite', 5, 'AltLabel']",SYMBOLIC
4058,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['80'], 11, 12], [['°C'], 12, 13]]","['temperature', 0, 'PrefLabel']",QUANTITY
4059,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['12'], 16, 17], [['°C'], 12, 13]]","['temperature', 0, 'PrefLabel']",QUANTITY
4060,packaging,"[['pa6', '/', 'ommt', 'nanocomposites'], 0, 4]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['pa6', '/', 'ommt', 'nanocomposites'], 0, 4]","['pa6_ommt_nanocomposites', 3, 'PrefLabel']",SYMBOLIC
4061,packaging,"[['co'], 19, 20]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['co'], 19, 20]","['polyepichlorohydrin', 3, 'AltLabel']",SYMBOLIC
4062,impact_factor_component,"[['polymer'], 10, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['polymer'], 10, 11]","['polymer', 2, 'PrefLabel']",SYMBOLIC
4063,impact_factor_component,"[['clays'], 13, 14]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['clays'], 13, 14]","['clay', 2, 'FastrPref']",SYMBOLIC
4064,impact_factor_component,"[['ommt'], 2, 3]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['ommt'], 2, 3]","['organically_modified_montmorillonite', 5, 'AltLabel']",SYMBOLIC
4065,component_qty_value,"[['clays'], 13, 14]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['=', '36'], 27, 30]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4066,component_qty_value,"[['polymer'], 10, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['=', '36'], 27, 30]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4067,packaging,"[['nanocomposites'], 37, 38]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['nanocomposites'], 37, 38]","['nanocomposites', 2, 'PrefLabel']",SYMBOLIC
4068,impact_factor_component,"[['ommt'], 32, 33]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['ommt'], 32, 33]","['organically_modified_montmorillonite', 5, 'AltLabel']",SYMBOLIC
4069,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['260'], 9, 10], [['°C'], 10, 11]]","['temperature', 0, 'PrefLabel']",QUANTITY
4070,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['1.66'], 16, 17], [['°C'], 10, 11]]","['temperature', 0, 'PrefLabel']",QUANTITY
4071,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['100'], 19, 20], [['°C'], 10, 11]]","['temperature', 0, 'PrefLabel']",QUANTITY
4072,temperature,"[['temperature'], 7, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['100'], 19, 20], [['kg'], 28, 29]]","['temperature', 0, 'PrefLabel']",QUANTITY
4073,temperature,"[['temperature'], 7, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['1.3'], 27, 28], [['kg'], 28, 29]]","['temperature', 0, 'PrefLabel']",QUANTITY
4074,temperature,"[['temperature'], 7, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['8'], 40, 41], [['in'], 35, 36]]","['temperature', 0, 'PrefLabel']",QUANTITY
4075,component_qty_value,"[['ommt'], 32, 33]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['18'], 42, 43]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4076,packaging,"[['nanocomposites'], 1, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['nanocomposites'], 1, 2]","['nanocomposites', 2, 'PrefLabel']",SYMBOLIC
4077,packaging,"[['nanocomposite'], 15, 16]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['nanocomposite'], 15, 16]","['nanocomposites', 2, 'FastrPref']",SYMBOLIC
4078,thickness,"[['thickness'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['80±5'], 7, 8], [['μm'], 8, 9]]","['thickness', 0, 'PrefLabel']",QUANTITY
4079,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['48'], 5, 6], [['°C'], 9, 10]]","['temperature', 0, 'PrefLabel']",QUANTITY
4080,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['120'], 8, 9], [['°C'], 9, 10]]","['temperature', 0, 'PrefLabel']",QUANTITY
4081,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['260'], 6, 7], [['°C'], 7, 8]]","['temperature', 0, 'PrefLabel']",QUANTITY
4082,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[[['1.33'], 15, 16], [['°C'], 7, 8]]","['temperature', 0, 'PrefLabel']",QUANTITY
4083,packaging,"[['nanocomposites'], 1, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['nanocomposites'], 1, 2]","['nanocomposites', 2, 'PrefLabel']",SYMBOLIC
4084,impact_factor_component,"[['clay'], 13, 14]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'PA6/clay nanocomposites processing']","[['clay'], 13, 14]","['clay', 2, 'PrefLabel']",SYMBOLIC
4085,impact_factor_component,"[['nanofillers'], 5, 6]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['nanofillers'], 5, 6]","['nanofil', 2, 'FastrPref']",SYMBOLIC
4086,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['2950-Dupont'], 10, 11], [['°C'], 17, 18]]","['temperature', 0, 'PrefLabel']",QUANTITY
4087,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 14, 15], [['°C'], 17, 18]]","['temperature', 0, 'PrefLabel']",QUANTITY
4088,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 14, 15], [['°C'], 20, 21]]","['temperature', 0, 'PrefLabel']",QUANTITY
4089,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['500'], 16, 17], [['°C'], 17, 18]]","['temperature', 0, 'PrefLabel']",QUANTITY
4090,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['10'], 19, 20], [['°C'], 17, 18]]","['temperature', 0, 'PrefLabel']",QUANTITY
4091,impact_factor_component,"[['clay'], 0, 1]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['clay'], 0, 1]","['clay', 2, 'PrefLabel']",SYMBOLIC
4092,impact_factor_component,"[['xrd'], 51, 52]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['xrd'], 51, 52]","['silicon_carbide_nano', 3, 'AcroAltLabel-0']",SYMBOLIC
4093,component_qty_value,"[['xrd'], 51, 52]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['0', '1'], 62, 64]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4094,packaging,"[['films', 'were', 'embedded', 'in', 'an', 'epoxy'], 7, 13]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['films', 'were', 'embedded', 'in', 'an', 'epoxy'], 7, 13]","['epoxy_zrp_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
4095,impact_factor_component,"[['montmorillonite'], 2, 3]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['montmorillonite'], 2, 3]","['montmorillonite', 3, 'PrefLabel']",SYMBOLIC
4096,thickness,"[['thickness'], 11, 12]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['0.1'], 23, 24], [['mM'], 24, 25]]","['thickness', 0, 'PrefLabel']",QUANTITY
4097,thickness,"[['thickness'], 11, 12]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['×', '0.1'], 25, 27], [['mM'], 24, 25]]","['thickness', 0, 'PrefLabel']",QUANTITY
4098,thickness,"[['thick'], 5, 6]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 3, 4], [['nM'], 4, 5]]","['thickness', 0, 'FastrPref']",QUANTITY
4099,temperature,"[['room', 'temperature'], 9, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 3, 4], [['nM'], 4, 5]]","['temperature', 0, 'AcroFastrPref-1']",QUANTITY
4100,temperature,"[['room', 'temperature'], 9, 11]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['1'], 17, 18], [['mM'], 18, 19]]","['temperature', 0, 'AcroFastrPref-1']",QUANTITY
4101,thickness,"[['thick'], 5, 6]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['1'], 17, 18], [['mM'], 18, 19]]","['thickness', 0, 'FastrPref']",QUANTITY
4102,method,"[['method'], 33, 34]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['method'], 33, 34]","['method', 0, 'PrefLabel']",SYMBOLIC
4103,impact_factor_component,"[['clay'], 28, 29]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['clay'], 28, 29]","['clay', 2, 'PrefLabel']",SYMBOLIC
4104,impact_factor_component,"[['ommt'], 24, 25]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['ommt'], 24, 25]","['organically_modified_montmorillonite', 5, 'AltLabel']",SYMBOLIC
4105,impact_factor_component,"[['aqueous', 'solution'], 21, 23]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['aqueous', 'solution'], 21, 23]","['aqueous_chitosan_solution', 3, 'FastrPref']",SYMBOLIC
4106,temperature,"[['room', 'temperature'], 6, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['9'], 17, 18], [['°'], 18, 19]]","['temperature', 0, 'AcroFastrPref-1']",QUANTITY
4107,temperature,"[['room', 'temperature'], 6, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['0.02'], 22, 23], [['°'], 23, 24]]","['temperature', 0, 'AcroFastrPref-1']",QUANTITY
4108,impact_factor_component,"[['polymer'], 1, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['polymer'], 1, 2]","['polymer', 2, 'PrefLabel']",SYMBOLIC
4109,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 3, 4], [['°C'], 6, 7]]","['temperature', 0, 'PrefLabel']",QUANTITY
4110,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['260'], 5, 6], [['°C'], 6, 7]]","['temperature', 0, 'PrefLabel']",QUANTITY
4111,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['260'], 5, 6], [['°C'], 13, 14]]","['temperature', 0, 'PrefLabel']",QUANTITY
4112,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['10'], 12, 13], [['°C'], 13, 14]]","['temperature', 0, 'PrefLabel']",QUANTITY
4113,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['10'], 12, 13], [['°C'], 6, 7]]","['temperature', 0, 'PrefLabel']",QUANTITY
4114,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['10'], 24, 25], [['°C'], 25, 26]]","['temperature', 0, 'PrefLabel']",QUANTITY
4115,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['260'], 13, 14], [['°C'], 14, 15]]","['temperature', 0, 'PrefLabel']",QUANTITY
4116,temperature,"[['temperature'], None, None]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['5'], 16, 17], [['°C'], 14, 15]]","['temperature', 0, 'PrefLabel']",QUANTITY
4117,impact_factor_component,"[['xrd'], 17, 18]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['xrd'], 17, 18]","['silicon_carbide_nano', 3, 'AcroAltLabel-0']",SYMBOLIC
4118,component_qty_value,"[['xrd'], 17, 18]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['4'], 11, 12]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4119,component_qty_value,"[['xrd'], 17, 18]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['12'], 26, 27]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4120,component_qty_value,"[['xrd'], 17, 18]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 29, 30]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
4121,packaging,"[['nanocomposite'], 7, 8]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['nanocomposite'], 7, 8]","['nanocomposites', 2, 'FastrPref']",SYMBOLIC
4122,method,"[['methods'], 14, 15]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['methods'], 14, 15]","['method', 0, 'FastrPref']",SYMBOLIC
4123,temperature,"[['temperature'], 1, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['20±1'], 8, 9], [['°'], 9, 10]]","['temperature', 0, 'PrefLabel']",QUANTITY
4124,temperature,"[['temperature'], 1, 2]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['48'], 21, 22], [['h'], 22, 23]]","['temperature', 0, 'PrefLabel']",QUANTITY
4125,o2_permeability,"[['oxygen', 'permeability'], 11, 13]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 14, 15], [['°'], 15, 16]]","['o2_permeability', 0, 'AltLabel']",QUANTITY
4126,o2_permeability,"[['oxygen', 'permeability'], 3, 5]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[[['30'], 14, 15], [['°'], 15, 16]]","['o2_permeability', 0, 'AltLabel']",QUANTITY
4127,packaging,"[['composition'], 30, 31]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['composition'], 30, 31]","['composites', 1, 'FastrPref']",SYMBOLIC
4128,packaging,"[['nanocomposite'], 29, 30]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['nanocomposite'], 29, 30]","['nanocomposites', 2, 'FastrPref']",SYMBOLIC
4129,method,"[['method'], 2, 3]",Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Experimental', 'Nanocomposite characterization']","[['method'], 2, 3]","['method', 0, 'PrefLabel']",SYMBOLIC
