,Attachment,Document,Argument,Span,Category
288,"['carbon', 'dioxide']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['186.47'], ['barrer'])",QUANTITY
289,"['Cloisite', '^', '®', '30B', 'nanoclay']",Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['5.8'], ['vol', '%'])",ADDIMENTIONNAL
290,['MEKP'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['1.5'], ['vol', '%'])",ADDIMENTIONNAL
291,"['Cloisite', '^', '®', '30B', 'nanoclay']",Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['2.8'], ['vol', '%'])",ADDIMENTIONNAL
292,"['Cloisite', '^', '®', '30B', 'nanoclay']",Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['0.5'], ['vol', '%'])",ADDIMENTIONNAL
293,['HDI'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['2'], ['equiv', '.'])",ADDIMENTIONNAL
294,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['10.0'], ['wt', '%'])",ADDIMENTIONNAL
295,['MDEA'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['1'], ['equiv', '.'])",ADDIMENTIONNAL
296,"['T', '-', '12']",Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['0.02'], ['wt', '%'])",ADDIMENTIONNAL
297,"['PLA', '/', 'OMMT', 'nanocomposites']",Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['3.8'], ['percents'])",ADDIMENTIONNAL
298,"['dibutyltin', 'dilaurate']",Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['0.05'], ['wt', '%'])",ADDIMENTIONNAL
299,,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['SSPS-based', 'films']",SYMBOLIC
300,"['Cloisite', '^', '®', '30B', 'nanoclay']",Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['1.4'], ['vol', '%'])",ADDIMENTIONNAL
301,"['PLA', '/', 'OMMT', 'nanocomposites']",Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['7.9'], ['percents'])",ADDIMENTIONNAL
302,['ZrP'],Barrier properties of model epoxy nanocomposites,component_qty_value,"(['0.7'], ['vol', '%'])",ADDIMENTIONNAL
303,,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,impact_factor_component,"['poly-lactic', 'acid']",SYMBOLIC
304,"['poorly', 'exfoliated', 'ZrP', 'nanoplatelets']",Barrier properties of model epoxy nanocomposites,component_qty_value,"(['2.0'], ['vol', '%'])",ADDIMENTIONNAL
305,"['carbon', 'dioxide']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['16.26'], ['barrer'])",QUANTITY
306,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['gelatin', 'solution']",SYMBOLIC
307,['oxygen'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['16.26'], ['barrer'])",QUANTITY
308,"['ZrP', '-', '1000']",Barrier properties of model epoxy nanocomposites,component_qty_value,"(['1000'], ['ca', '.'])",ADDIMENTIONNAL
309,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['5.0'], ['wt', '%'])",ADDIMENTIONNAL
310,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['1.0'], ['wt', '%'])",ADDIMENTIONNAL
311,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['2.5'], ['wt', '%'])",ADDIMENTIONNAL
312,"['carbon', 'dioxide']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['7.69'], ['barrer'])",QUANTITY
313,"['ZrP', '-', '100']",Barrier properties of model epoxy nanocomposites,component_qty_value,"(['100'], ['ca', '.'])",ADDIMENTIONNAL
314,['MMT'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2.5'], ['wt', '%'])",ADDIMENTIONNAL
315,['MMT'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['7.5'], ['wt', '%'])",ADDIMENTIONNAL
316,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['nano-biocomposites'],SYMBOLIC
317,"['dibutyltin', 'dilaurate']",Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['T', '-', '12'], '')",ADDIMENTIONNAL
318,['oxygen'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['7.69'], ['barrer'])",QUANTITY
319,['O2'],Gas transport properties of polypropylene clay composite membranes,permeability,"(['2.6'], ['Barrers'])",QUANTITY
320,"['silica', 'particles']",Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,component_qty_value,"(['20'], ['wt', '%'])",ADDIMENTIONNAL
321,['WSF'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['20'], ['wt', '%'])",ADDIMENTIONNAL
322,['MMT'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
323,['PLA'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['Five'], ['grams'])",ADDIMENTIONNAL
324,['lignin'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
325,"['nano-sized', 'MCM', '-', '41', 'silica']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['40'], ['wt', '%'])",ADDIMENTIONNAL
326,"['TMCS', 'MCM', '-', '41']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['20'], ['wt', '%'])",ADDIMENTIONNAL
327,"['MCM', '-', '41']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
328,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
329,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
330,['organoclay'],Water vapour permeability of poly(lactic acid) nanocomposites,component_qty_value,"(['20'], ['wt', '%'])",ADDIMENTIONNAL
331,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['palmitic', 'acids']",SYMBOLIC
332,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['Sorbitol', 'films']",SYMBOLIC
333,"['carbon', 'dioxide']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['120'], ['barrer'])",QUANTITY
334,['oxygen'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['120'], ['barrer'])",QUANTITY
335,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
336,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['10'], ['wt', '%'])",ADDIMENTIONNAL
337,['clay'],Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
338,['MMT'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
339,['MMT'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
340,,Barrier properties of chitosan coated polyethylene,packaging,"['polymer', 'films']",SYMBOLIC
341,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
342,['moisture'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['8'], ['wt', '%'])",ADDIMENTIONNAL
343,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,temperature,"(['22'], ['°', 'C'])",QUANTITY
344,['Clay'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
345,['Clay'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['0'], ['wt', '%'])",ADDIMENTIONNAL
346,['organoclay'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
347,['T'],Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,temperature,"(['22'], ['°', 'C'])",QUANTITY
348,['PLA'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['100'], ['parts'])",ADDIMENTIONNAL
349,"['montmorillonite', 'layered', 'silicate']",Water vapour permeability of poly(lactic acid) nanocomposites,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
350,"['unmodified', 'CNC']",Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
351,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['4'], ['wt', '%'])",ADDIMENTIONNAL
352,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
353,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['2'], ['wt', '%'])",ADDIMENTIONNAL
354,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
355,"['unmodified', 'CNC']",Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
356,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['0'], ['wt', '%'])",ADDIMENTIONNAL
357,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
358,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['0'], ['wt', '%'])",ADDIMENTIONNAL
359,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['2'], ['wt', '%'])",ADDIMENTIONNAL
360,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
361,"['boron', 'nitride']","Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",component_qty_value,"(['8'], ['wt', '%'])",ADDIMENTIONNAL
362,['lignin'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
363,['MMT'],Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
364,['MMT'],Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
365,['lignin'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
366,['lignin'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
367,['clay'],Structure–property relationships in cross-linked polyester–clay nanocomposites,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
368,"['montmorillonite', 'layered', 'silicate']",Water vapour permeability of poly(lactic acid) nanocomposites,component_qty_value,"(['6'], ['wt', '%'])",ADDIMENTIONNAL
369,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['8'], ['wt', '%'])",ADDIMENTIONNAL
370,['clay'],Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
371,,Barrier properties of chitosan coated polyethylene,packaging,"['amylose', 'films']",SYMBOLIC
372,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,temperature,"(['25'], ['°', 'C'])",QUANTITY
373,['nanoclay'],Water vapour permeability of poly(lactic acid) nanocomposites,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
374,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['2'], ['wt', '%'])",ADDIMENTIONNAL
375,"['modified', 'clay']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
376,"['modified', 'clay']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
377,"['CO2', 'permeability']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,permeability,"(['25'], ['barrer'])",QUANTITY
378,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
379,"['CO2', 'permeability']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,permeability,"(['30'], ['barrer'])",QUANTITY
380,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['8'], ['wt', '%'])",ADDIMENTIONNAL
381,['organoclay'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
382,"['silicon', 'carbide', 'loading']",Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
383,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['5'], ['wt', '%'])",ADDIMENTIONNAL
384,['nanoclay'],Water vapour permeability of poly(lactic acid) nanocomposites,component_qty_value,"(['3'], ['wt', '%'])",ADDIMENTIONNAL
385,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['stearic', 'acids']",SYMBOLIC
386,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['palmitic', 'acid']",SYMBOLIC
387,['organoclay'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['1'], ['wt', '%'])",ADDIMENTIONNAL
388,"['MCM41', '/', 'PSF', 'MMMs']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['0'], ['wt', '%'])",ADDIMENTIONNAL
389,,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,impact_factor_component,"['wheat', 'gluten']",SYMBOLIC
390,,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,impact_factor_component,"['Wheat', 'gluten']",SYMBOLIC
391,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['gelatin', 'film']",SYMBOLIC
392,,Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,packaging,"['pure', 'polymer']",SYMBOLIC
393,['AIBN'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['0.0577'], ['g'])",ADDIMENTIONNAL
394,"['hot', 'water']",Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['1330'], ['ml'])",ADDIMENTIONNAL
395,"['quaternary', 'ammonium', 'salt']",Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['0.1'], ['mol'])",ADDIMENTIONNAL
396,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['polyamide', '6']",SYMBOLIC
397,"['dried', 'composite']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['0.518'], ['g'])",ADDIMENTIONNAL
398,"['1', '-', 'decyl', '-', '2', '-', 'methylimidazole']",Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['2.22'], ['mL'])",ADDIMENTIONNAL
399,,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['Acetic', 'acid']",SYMBOLIC
400,"['benzoyl', 'peroxide']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['0.097'], ['g'])",ADDIMENTIONNAL
401,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', 'pellets']",SYMBOLIC
402,['PSF'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['5'], ['drops'])",ADDIMENTIONNAL
403,,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,impact_factor_component,"['Acetic', 'acid']",SYMBOLIC
404,['Δp'],Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),partial_pressure_difference,"(['50'], ['psig'])",QUANTITY
405,['pressure'],Suitability of novel galactomannans as edible coatings for tropical fruits,partial_pressure_difference,"(['2337'], ['Pa'])",QUANTITY
406,['CMC'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0,0.1'], ['%'])",ADDIMENTIONNAL
407,,Gas permeation properties of poly(lactic acid),impact_factor_component,"['lactic', 'acid']",SYMBOLIC
408,['nanoclay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['2.5'], ['pph'])",ADDIMENTIONNAL
409,,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,impact_factor_component,"['acetic', 'acid']",SYMBOLIC
410,['clay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['5'], ['parts'])",ADDIMENTIONNAL
411,['PEG400'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['0.66'], ['g'])",ADDIMENTIONNAL
412,"['hot', 'water']",Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['670'], ['ml'])",ADDIMENTIONNAL
413,"['distilled', 'water']","Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['150'], ['mL'])",ADDIMENTIONNAL
414,"['distilled', 'water']",Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['100'], ['ml'])",ADDIMENTIONNAL
415,['PEG400'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['0.33'], ['g'])",ADDIMENTIONNAL
416,['glycerol'],Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['1.25'], ['g'])",ADDIMENTIONNAL
417,"['distilled', 'water']",Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['100'], ['mL'])",ADDIMENTIONNAL
418,"['distilled', 'water']",Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,component_qty_value,"(['100'], ['ml'])",ADDIMENTIONNAL
419,"['degassed', ',', 'distilled', ',', 'and', 'deionized', 'water']","Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['100'], ['mL'])",ADDIMENTIONNAL
420,"['sodium', 'chloride']",Oxygen permeability and mechanical properties of banana films,component_qty_value,"(['0.01'], ['%'])",ADDIMENTIONNAL
421,['chloroform'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['100'], ['mL'])",ADDIMENTIONNAL
422,['glycerol'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['1.26'], ['%'])",ADDIMENTIONNAL
423,['PEG400'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['1.32'], ['g'])",ADDIMENTIONNAL
424,['glycerol'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['6.30'], ['%'])",ADDIMENTIONNAL
425,['nanoclay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['10'], ['pph'])",ADDIMENTIONNAL
426,"['deionized', 'water']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['200'], ['ml'])",ADDIMENTIONNAL
427,['octadecylbromide'],Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['3.15'], ['g'])",ADDIMENTIONNAL
428,"['deionized', 'water']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['330'], ['ml'])",ADDIMENTIONNAL
429,['glycerol'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['wt', '%'], '')",ADDIMENTIONNAL
430,"['hydrochloric', 'acid']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['0.83'], ['g'])",ADDIMENTIONNAL
431,"['sodium', 'sulphite']",Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,component_qty_value,"(['0.08'], ['g'])",ADDIMENTIONNAL
432,['WG'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['0.04'], ['g'])",ADDIMENTIONNAL
433,['NaOH'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['0.57'], ['g'])",ADDIMENTIONNAL
434,['toluene'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['100'], ['ml'])",ADDIMENTIONNAL
435,['PEG400'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['2.64'], ['g'])",ADDIMENTIONNAL
436,"['ethyl', 'alcohol']",Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['500'], ['ml'])",ADDIMENTIONNAL
437,['nanoclay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['15'], ['pph'])",ADDIMENTIONNAL
438,['glycerol'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['2.52'], ['%'])",ADDIMENTIONNAL
439,['EG'],Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['1.4'], ['kg'])",ADDIMENTIONNAL
440,['glycerol'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['5.04'], ['%'])",ADDIMENTIONNAL
441,['ethanol'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['100'], ['ml'])",ADDIMENTIONNAL
442,['pressure'],Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,partial_pressure_difference,"(['20'], ['bar'])",QUANTITY
443,['pressure'],Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,partial_pressure_difference,"(['3'], ['bars'])",QUANTITY
444,,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),impact_factor_component,"['PIM', '-', '1']",SYMBOLIC
445,,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",impact_factor_component,"['PLA', 'matrix']",SYMBOLIC
446,['pressure'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,partial_pressure_difference,"(['10'], ['bar'])",QUANTITY
447,"['aqueous', 'ethanol']",Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['30'], ['mL'])",ADDIMENTIONNAL
448,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,impact_factor_component,['polyurethane'],SYMBOLIC
449,['BSG'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['0.5'], ['g'])",ADDIMENTIONNAL
450,['gelatin'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['100'], ['g'])",ADDIMENTIONNAL
451,"['polyethylene', 'glycol']",Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['0.6'], ['g'])",ADDIMENTIONNAL
452,['WG'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['50'], ['mL'])",ADDIMENTIONNAL
453,"['distilled', 'water']",Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['30'], ['mL'])",ADDIMENTIONNAL
454,"['acetic', 'acid']",Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['0.5'], ['%'])",ADDIMENTIONNAL
455,['SPI'],Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['100'], ['g'])",ADDIMENTIONNAL
456,['CHCl3'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['25'], ['mL'])",ADDIMENTIONNAL
457,['pressure'],A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,partial_pressure_difference,"(['2'], ['bar'])",QUANTITY
