,Document,Info,Text
583,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['abstract', 'keywords']",Agar. 
584,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['abstract', 'keywords']",Lignin. 
585,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['abstract', 'keywords']",Biocomposite films. 
586,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml",['Introduction']," Due to the environmental problems caused by non-biodegradable synthetic plastic packaging materials, research has focused to develop biodegradable packaging materials using the renewable resource based natural polymers. Currently, the uses of natural biopolymers such as starch, protein, and cellulose have been increased to develop biodegradable food packaging films [1]. Natural biopolymers are environmental friendly and offer a variety of applications that have the advantages over conventional plastic. However, inherent limitations of natural biopolymer-based packaging materials such as low mechanical and water resistant properties are causing a major restriction for their industrial use. These problems have been overcome by blending or reinforcing plasticizers and crosslinking agents into biopolymers [2], [3]. Consequently, natural biopolymer-based packaging materials with multifunctional properties have a high potential for their application in the active food packaging industry [4], [5]. To achieve multi-functional properties of biopolymer films, fillers have been used widely in developing food packaging films [6], [7]. So far, many natural biopolymers were used to develop packaging materials such as starch, soy protein, whey protein, alginate, and carboxymethyl cellulose [8]. Among them, agar is one of the most important biopolymers that has been recently used in the food industry, especially for packaging due to their renewability and biodegradability with good film-forming properties. However, agar-based films are brittle in nature with low mechanical and thermal properties. Therefore, the glycerol was used as a plasticizer to reduce the brittleness of the films, and to make them flexible [9]. Reports are available for blending fillers like nano clay, nanocellulose, grapefruit seed extract, and metallic nanoparticles to improve the mechanical and functional properties of agar based biocomposite films [10], [11], [12]. Among biopolymers, nanocellulose has been widely used as reinforcing material to improve the properties of biocomposite films [10], [13]. However, few reports are available on lignin as a reinforcing agent in biopolymer [14], [15]. Lignin is the second most abundant material available on the earth next to cellulose. Lignin is a complex phenolic compound found abundantly in the cell wall of plants in association with cellulose and hemicellulose [16]. Fig. 1 shows the chemical structure of lignin. Owing to the complex phenolic structure of lignin, it possesses strong antioxidant activity, which give an additional functional property to the biopolymer. Hussin et al. [17] proved the antioxidant property of lignin with different chemical treatments. Núñez-Flores et al. [15] reinforced lignin into gelatin polymer and reported the strong antioxidant property of gelatin / lignin biocomposite. Liu et al. [18] developed the copolymer films with lignin as an ultraviolet light (UV) absorbent. However, most of lignin resources are currently thrown away as a waste in the pulp and paper industries. For the value-added utilization of lignin, the incumbent study was aimed to exploit lignin as a reinforcing agent for the development of agar / lignin biocomposite film. The influence of lignin concentrations on the microstructure and functional groups of agar films were studied through SEM and FTIR spectroscopy, respectively. The effects of lignin concentrations on mechanical and optical properties, water vapor permeability, moisture content, water solubility, and thermal stability were also studied. "
587,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Introduction', 'figure']", Chemical structure of lignin .
588,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Materials']"," The food grade agar was obtained from Fine Agar Co., Ltd. (Damyang, Jeonnam, Korea). Glycerol and low sulfonate content lignin alkali were procured from Sigma-Aldrich Co. (St. Louis, MO, USA). "
589,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Preparation of agar-based composite films']"," Prior to fabricating composites, lignin was dried at 80 °C for 6 h. The required amount of lignin (1, 3, 5, and 10 wt% based on agar weight) was dispersed in 150 mL of distilled water and stirred for 2 h (to dissolve lignin) using a magnetic stirrer. Then, 4 g of agar and 1.6 g of glycerol as a plasticizer were added to the above suspension under vigorous stirring at 95 °C for 30 min using a hot plate. The fully solubilized film forming solution was cast evenly onto a leveled Teflon film coated glass plate (24 cm × 30 cm) and allowed to dry at room temperature for about 48 h. The dried films were peeled up from the plate and conditioned in a humidity chamber set at 25 °C and 50% RH for 48 h prior to experimental analysis. "
590,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Color and transparency of the biocomposite films']"," The Hunter color values (L, a, and b) of the films were measured using a chroma meter (Minolta, CR-200, Tokyo, Japan). A white color standard plate (L = 97.75, a =-0.49, and b = 1.96) was used as a background for color measurements. The total color difference (ΔE) was calculated as follows:(1)ΔE=(ΔL)2+(Δa)2+(Δb)2where ΔL, Δa, and Δb are differences between each color value of the standard color plate and film specimen. Five measurements were taken for each film, and the average values are reported. The transparency and UV-barrier property of the films was determined by percent transmittance at 660 and 280 nm, respectively, using a UV-vis spectrophotometer (Mecasys Optizen POP Series UV / Vis, Seoul, Korea). "
591,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Scanning electron microscopy (SEM)']"," The surface morphology of lignin and biocomposite films was observed using a Field Emission Scanning Electron Microscope (FE-SEM, S-4800, Hitachi Co. Ltd., Matsuda, Japan). "
592,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'FT-IR analysis']"," FT-IR spectra of agar and agar / lignin films were obtained using an attenuated total reflectance-Fourier transform infrared (ATR-FT-IR) spectrophotometer (TENSOR 37 spectrophotometer with OPUS 6.0 software, Billerica, MA, USA) in the range of 4000-500 cm^-1. "
593,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Mechanical properties']"," The mechanical properties of agar and agar / lignin biocomposite films were measured according to the standard test method ASTMD 882-88. Tensile strength (TS), elongation at break (E), and elastic modulus (EM) of the films were tested using Instron Universal Testing Machine (5565, Instron Engineering Corporation, Canton, MA, USA). The rectangular piece of each film (2.54 cm × 15 cm) was stretched with an initial grip separation and a crosshead speed of 50 mm and 50 mm / min, respectively. Ten replicates were tested for each film, and the average values are reported. "
594,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Water vapor permeability (WVP)']"," Water vapor permeability of agar and agar / lignin biocomposite films was determined gravimetrically using a modified ASTM method E96-95. WVP was calculated using the following equation:(2)WVP=(WVTR×L)Δpwhere WVTR is the measured water vapor transmission rate (g / m^2 s) through a film, L is the mean film thickness (m), and Δp is the partial water vapor pressure difference (Pa) across both sides of the film. The film specimens were mounted horizontally on poly(methylmethacrylate) cups filled with distilled water up to 1 cm underneath the film. The WVP measuring cups were placed in an environmental chamber set at 25 °C and 50% RH with air current movement of 198 m / min. The cups were weighed every 1 h interval for the period of 8 h. The slopes of the steady-state (linear) portion of weight loss versus time curves were used to calculate WVTR. "
595,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Water contact angle']"," The water contact angle (CA) measurement was carried out using a CA analyzer (model Phenix 150, Surface Electro Optics Co. Ltd., Kunpo, Korea). The biocomposite films (3 cm × 10 cm) were fixed on the movable sample plate (black Teflon coated steel, 7 cm × 11 cm), leveled horizontally before measurement. 10 μL of water was dropped on the surface of the film using a microsyringe, CA was measured using an analyzer and the average values are reported. "
596,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Water solubility, swelling ratio, and moisture content']"," The water solubility of agar and agar / lignin films was determined as the percentage of soluble matter to the initial dry matter of the film [19]. To measure water solubility, three randomly selected specimens of each type of film were dried at 100 °C for 24 h to determine the initial dry matter weight (W1). The films were immersed in 30 mL distilled water in a 50 mL beaker with gentle stirring. The film samples were removed after 24 h and the water on the surface of the films were removed using filter paper. Then, the film was dried in hot air oven for 24 h to determine the final weight (W2). The WS of the sample was calculated as follows:(3)WS=W1-W2W1 The swelling ratio (SR) of the films was determined gravimetrically. Pre-weighed specimens (2.5 cm × 5 cm) were immersed in distilled water. At specified intervals, the film samples were removed from the water and weighed after removing the surface water with blotting paper. The percent SR of the films were calculated as follows:(4)SR(% )=(Wt-W0)W0×100where W0 and Wt are the weight of the film samples before and after soaking in the water for 1 h, respectively. The moisture content of agar and agar / lignin films was determined according to the method of Rhim and Wang [20]. The films were cut into 3 cm × 3 cm. The initial weight (W1) of the sample was determined and dried at 105 °C for 24 h using a hot air oven. The final weight (W2) of the film samples was measured, and percent MC of the films were calculated as follows:(5)MC(% )=W1-W2W1×100 "
597,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Materials and methods', 'Statistical analysis']"," Film properties were measured with individually prepared films in triplicate. One-way analysis of variance (ANOVA) was conducted and the significant difference (p < 0.05) among the treatments was separated by the Duncan's multiple range test using the statistical analysis package of the SPSS for a computer program (version 12.0, SPSS Inc., Chicago, IL, USA). "
598,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Apparent color and transmittance']"," Lignin was in the form of dark color powder, but when it was dispersed in water, the color of the solution became brown. The apparent color of agar and agar / lignin films is presented in Table 1. The neat agar film was transparent, but the color of the films changed from transparent to dark brown with the addition of lignin. The results showed that the lignin concentration significantly influenced the color of agar / lignin biocomposite films. The Hunter L-value (lightness) and total color difference (ΔE) values significantly decreased with the increasing lignin content. On the other hand, Hunter-a and b values of agar / lignin biocomposite films were higher than that of agar film. The light transmission characteristic of the agar and agar / lignin biocomposite films was measured using a spectrophotometer at 280 and 660 nm (Table 1). The T660 values of agar and 10 wt% lignin incorporated films were 89.2±0.6% and 77.1±0.4% , respectively. This reduction in transparency values was mainly due to the addition of opaque lignin into the agar biopolymer. The differences in refractive index of the agar and lignin were also led to a decrease in transparency of the agar film [21]. Further, the light transmittance of agar film at 280 nm (T280) decreased significantly after incorporation of lignin and the degree of decrease was strongly dependent on the concentration of lignin. The transmittance values at 280 nm of agar and agar with 1 wt% lignin films was 51.9±0.6% and 4.7±0.4% , respectively, which was further decreased with a higher concentration of lignin. This drastic reduction in transmittance values might be due to the strong UV light absorbing tendency of lignin. This absorbance of UV light was due to chromophoric groups present in lignin [22]. The differences in transmittance of lignin films were not significant at visible region, but a dramatic decrease in transmittance in the UV region was observed, which will help the composite film to be used as a UV barrier packaging film. "
599,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Apparent color and transmittance', 'table']", Apparent color properties of agar and agar / lignin biocomposite films ^1.
600,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'SEM analysis']"," The SEM analysis of agar / lignin films was performed to observe the microstructure and dispersion of lignin into agar biopolymer (Fig. 2). As expected, the neat agar film was smooth and compact as shown in a Fig. 2a. From Fig. 2b-d, it can be observed that the lignin particles were well dispersed into agar biopolymer. This uniform dispersion might be due to the well dispersion of lignin in water. Before preparing the composites films, lignin was dispersed completely, then agar was added to make films. From Fig. 2d, it can observe that at 10 wt% lignin in biocomposite films seems to be more agglomerated with each other. "
601,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'SEM analysis', 'figure']"," SEM micrographs showing surface morphology of (a) agar film, (b) agar / lignin 3% , (c) agar / lignin 5% , and (d) agar / lignin 10% ."
602,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'FT-IR analysis']"," The FT-IR analysis of lignin, agar, and agar / lignin biocomposite films are presented in Fig. 3. From lignin spectrum, the peak of the CH vibration of aromatic ring is observed at 1610 and 1517 cm^-1. The other bands at 1460 and 1428 cm^-1 attributed to the methoxyl group [23]. The band of the phenolic hydroxyl group is observed at 1368 and 1335 cm^-1. The secondary aliphatic hydroxyl groups appeared at 1220 cm^-1 and the COC group at 1107 cm^-1 [23]. All films showed the absorption band at 3400 cm^-1 which is associated with OH stretching of agar [24]. The intense peak at 2900 cm^-1 is attributed to the CH of methoxyl groups presented in agar polymer [24]. The peak position at 1643 cm^-1 is due to the stretching vibration of the carbonyl group [25]. The peak position at 1370 cm^-1 is assigned to ester sulfate present in the agar polymer [26]. The intense peak at 1070 and 930 cm^-1 are associated with the 3,6-anhydro-galactose bridges [27]. It can be observed that the peak intensities of agar film at 1643 and 1370 cm^-1 significantly decreased with increasing lignin content. This might be due to the strong intermolecular hydrogen bonding between the agar carbonyl and sulfate groups with the hydroxyl groups of lignin. "
603,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'FT-IR analysis', 'figure']", FT-IR spectrum of agar / lignin biocomposite film .
604,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Tensile properties']"," The values of tensile properties, such as tensile strength, elongation at break, and tensile modulus are presented in Table 2. The TS of the neat agar film was 45.5±2.7 MPa, which is lower than lignin incorporated composite film. The maximum tensile strength attributed to 3 wt% lignin incorporated film was 52.1±2.8 MPa. The increment in tensile strength could be due to the improved compatibility between lignin and agar biopolymer. The lignin is reported to have porous structures on its surfaces that might help in good compatibility with the agar. However, there was no significant increment in tensile strength with 5 and 10 wt% lignin films. The tensile strength of composite film mainly depends on dispersibility of filler in the polymer matrix [28]. At higher filler loading, lack of uniform dispersion and agglomeration of lignin lead to uneven stress transfer between lignin and agar matrix [29]. This could be clearly observed from the micrograph of agar / lignin films. It has been reported that the tensile strength of soy protein isolate increased from 14.5 MPa to 23.1 MPa with the addition of 6 wt% lignin, but a further increase of lignin content decreased the TS values [30]. Chen et al. [31] also reported that the tensile strength of chitosan film increased by the addition of lignin. Further, the EM of agar films increased with increasing lignin content, and the highest modulus was observed with 10 wt% lignin. The elongation at break values of the lignin reinforced biocomposites films were reduced at the lignin concentration at 5 wt% or higher. "
605,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Tensile properties', 'table']", Tensile properties of agar and agar / lignin biocomposite films ^1.
606,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Water vapor permeability (WVP)']"," The effect of lignin content on the water vapor permeability of agar / lignin biocomposite films is presented in Table 3. The results revealed that lignin content greatly affected the WVP values and it decreased with increasing lignin concentration. The maximum reduction in WVP values was occured at 10 wt% lignin films. It has been observed that WVP values of biopolymer films reduced by the addition of nano fillers such as clay [32]. They reported that the reduction of WVP caused the tortuous path for water vapor diffusion due to the impermeable clay layers distributed in the polymer matrix with increasing the effective diffusion path length. However, in the present case, we can expect the improved compatibility between lignin and agar. The reduction in WVP values of the composite films might be due to the strong intermolecular interaction between agar and lignin molecules that would lead to a good compatibility of these two components and increase the tortuous path for water vapor diffusion, which resulted in less permeation of water molecule through the polymer film. "
607,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Water vapor permeability (WVP)', 'table']"," Moisture content (MC), swelling ratio (SR), water solubility (WS), water vapor permeability, and contact angle of agar and agar / lignin biocomposite films ^1."
608,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Water contact angle (CA)']"," The study of contact angle can be helpful to measure the wettability and surface hydrophobicity of the polymer films. Table 3 shows the contact angle of agar and agar / lignin biocomposite films. The contact angle of agar / lignin films was lower than agar film. This reduction in contact angle might be due to the roughness of the film after the addition of lignin. As seen in the SEM migrograph in Fig. 2, the lignin particles were more aggregated on the surface of the film at concentration at 5 wt% or above. Since, the alkaline lignin was used in the present study that is more hydrophilic in nature as compared to agar. Therefore, incorporation of lignin increased the hydrophilicity of the film resulted in decreased in water contact angle as compare the neat agar film. Rhim [11] prepared agar / nano clay composite films and reported that the incorporation of hydrophilic filler could decrease the water contact angle of agar-based nanocomposite films. "
609,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Water solubility and swelling ratio']"," Table 3 shows the effect of lignin content on water solubility and swelling ratio of neat agar and agar / lignin biocomposite films. The neat agar film (25.6±0.4% ) showed lower solubility than agar / lignin biocomposite films. With increasing lignin content the solubility increased, which might be due to the dissolution of lignin. The alkali lignin is dispersed well in water. Thus the solubility of agar / lignin composite films was higher than agar film. The results of the swelling ratio (SR) of the agar and biocomposite films are shown in Table 3. It seems that the reinforcement of lignin in agar significantly reduced the SR of the biocomposite films. This may be owing to the existence of a less interfacial area and less swelling nature of the lignin. Similar results were observed by Sahari et al. [33] who reported that the incorporation of natural fibers into the sugar palm starch film decreased the water uptake of the composite films. In addition, Demir et al. [34] reported that the formation of strong hydrogen or covalent bonding between the free hydroxyl groups of fibers and water molecules can reduce the uptake of more water. Furthermore, the lower interfacial adhesion could cause cracks and voids between the matrix and fiber. Therefore, the water molecules can easily penetrate and stored via the voids. "
610,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Moisture content']"," Table 3 shows the moisture content of the agar and agar / lignin biocomposites films. The results revealed that the moisture content significantly influenced by the lignin content. The film of agar composite with 10 wt% lignin showed lower MC (14.8±0.9% ) than the neat agar film (20.3±0.4% ). The moisture content of agar films reduced with increasing lignin content. This reduction in moisture content values might be attributed to the strong intermolecular force between agar and hydroxyl group of lignin. In other words, the reduction of moisture content might also be occurred by the aromatic polyphenolic rings present in lignin. "
611,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Thermogravimetric analysis']"," The effect of lignin content on thermal stability was studied by thermogravimetric analysis. The TGA and DTG graphs are presented in Fig. 4. The thermal degradation of pure lignin and agar / lignin biocomposite films showed three steps of degradation. The initial degradation of the samples occurred due the evaporation of moisture (up to 110 °C). In the second stage, the degradation temperature of the agar film reduced from 170 °C to 164 °C with the incorporation of 1 wt% lignin. The maximum degradation temperature of agar film also decreased with the incorporation of lignin. This behavior can be understood from lignin TGA / DTG curve. As can be seen from DTG of lignin, the decomposition starts from 150 °C. When lignin was incorporated into the agar, the degradation shifted to lower due to the slow decomposition of lignin than agar film. It is well known that lignin decomposes over a broad range of temperature from 150 °C to 600 °C. The thermal decomposition of lignin between 150 °C and 300 °C was due to the cleavage of α-and β-aryl-alkyl-ether linkages [35]. Thus, the onset and the maximum degradation temperature of agar / lignin films was lower than agar. The final degradation temperature of agar / lignin biocomposite films was similar to the neat agar film. In the end, the char content of agar, agar / lignin 1% , and agar / lignin 3% biocomposite films was 21, 17, and 20% , respectively (Table 4). As expected, the char residue of agar / lignin films was higher than agar due to the highest char content of lignin. In the case of 1 and 3 wt% lignin film, the lignin content was mild and lignin might decompose completely between 150 °C and 350 °C, whereas, char residue was higher with increasing lignin content due to the higher amount of lignin. "
612,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Thermogravimetric analysis', 'figure']", TGA and DTG of agar / lignin biocomposite films .
613,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml","['Results and discussions', 'Thermogravimetric analysis', 'table']", Thermal degradation temperatures and final residue content of agar / lignin biocomposite films .
614,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films.xml",['Conclusions']," The biodegradable biocomposite films of agar / lignin were successfully fabricated by solution casting method. The results revealed that lignin content significantly influenced light transmittance, color, WVP, water solubility, and moisture content of agar films. The tensile strength of agar / lignin films was higher compared to agar films. The surface morphology study revealed that the lignin dispersed uniformly into the agar biopolymer up to 5 wt% lignin content. The tensile strength and UV barrier properties were highest in agar films with 3 of lignin. From all the above observations, it can be concluded that the agar / lignin composite films can be used as a UV barrier food packaging film due to the low permeation of UV light. "
615,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,['abstract']," Chitosan films were prepared by blending with polyols (glycerol, sorbitol and polyethylene glycol (PEG)) and fatty acids (stearic and palmitic acids) and their mechanical and barrier properties studied. The tensile strength of the blended films decreased with the addition of polyols and fatty acids, whereas the percent elongation was increased in polyol blend films, but fatty acid blend films showed no significant differences. Glycerol blend films showed decrease, whereas sorbitol and PEG blend films showed increase in the water vapor permeability (WVP) values. No considerable differences in WVP were observed in fatty acid blend films. Equilibrium moisture content of all the films was low at lower water activity (aw), but increased at higher aw. Eight moisture sorption models were applied to experimental data. The various constants determined by linear fitting of the sorption equation with R^2 values were in the range of 0.92-0.99. The GAB model showed the best fit over the entire range of aw with root mean square error (RMSE) of 2.75 and 6.36 for native and blended chitosan films, respectively. While the BET model was applicable in the low aw (0.11-0.45) range with RMSE values ranging from 1.95 to 9.55. "
616,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['abstract', 'keywords']",Chitosan. 
617,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['abstract', 'keywords']",Plasticizers. 
618,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['abstract', 'keywords']",Chitosan films. 
619,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['abstract', 'keywords']",Mechanical and permeability properties. 
620,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['abstract', 'keywords']",Sorption isotherms. 
621,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,['Introduction']," There has been an increasing research interest in edible-biodegradable packaging films during the last decade, possibly due to their numerous advantages over non-biodegradable plastic packaging films. The application potential of edible films has been described in several reviews (Tharanathan, 2003; Park, Jun, & Marsh, 2001). Chitosan is a de-N-acetylated form of chitin, the second most abundant natural polymer obtained from the shells of crab, shrimp, etc. It consists mainly of beta (1-4)-2 amino-2-deoxy-d-glucose units. Chitosan, a natural, non-toxic, biodegradable polymer, available commercially, has been employed in a variety of applications (Tharanathan & Kittur, 2003). Chitosan can form transparent films, which may find application in a variety of packaging needs (Srinivasa, Revathy Baskaran, Ramesh, Harish Prashanth, & Tharanathan, 2002). Polymer blending is one of the effective methods for providing new materials for a variety of applications. Plasticizing agents are essential generally to overcome the brittleness of the biopolymeric films. Brittleness is an inherent quality attributed to the complex / branched primary structure and weak intermolecular forces of natural polymers. Plasticizers by reducing the intermolecular forces soften the rigidity of the film structure and increase the mobility of the biopolymeric chains, thus improving the mechanical properties. Glycerol is shown to improve film flexibility, reduce film puncture strength, elasticity and water vapor barrier properties of wheat gluten films (Gontard, Guilbert, & Cuq, 1993). Use of sorbitol exhibited best water vapor permeability (WVP) values (Parris, Coffin, Joubran, & Pessen, 1995). Arvanitoyannis, Psomiadou, and Nakayama (1996) revealed that films made out of sodium casienate and soluble starch contained sugar and glycerol as plasticizers. Polyethylene glycol (PEG) has been used in methylcellulose-based films (Turhan, Sahbaz, & Guner, 2001). As far as chitosan films and chitosan modified films are concerned, use of PEG (0.25% and 0.5% ) resulted in reduced tensile strength (TS) and WVTR of the film but percent elongation (% ε) increased (Wiles, Vergano, Barron, Bunn, & Testin, 2000). Butler, Vergano, Testin, Bunn, and Wiles (1996) reported modified chitosan films containing glycerol (0.25% and 0.5% ), to show decrease in TS, increase in% ε, but oxygen and ethylene permeability remained constant during the storage period. Blair, Guthrie, Law, and Turkington (1987) modified the chitosan film by blending with polyvinyl alcohol (PVA) and studied the TS and% ε and reported that chitosan sample with high amino group content and long chain length showed lower moisture regime than sample with low amino group and shorter chain length and the permeability of films decreased as the degree of deacetylation (DD) increased. So far, scanty reports are available on fatty acid blend chitosan films. An important role of an edible film is to reduce exchange of water between the product and environment. The barrier property of such films depend on both molecular diffusion co-efficient and solubility in water of the matrix (Mchugh, Aujard, & Krochta, 1994). The moisture sorption isotherm is a means to characterize the water absorption property of the film, which in turn is transmitted to the product inside. Knowledge of sorption isotherm is also important for predicting stability and quality changes during packaging and storage of food product. Chirife and Iglesias (1978) reviewed a number of isotherm equations for food and food products, but relatively only a few isotherms are reported for packaging film materials. Gennadios and Weller (1994) reported isotherm for corn zein, wheat gluten and mixed protein films and showed GAB isotherm model to have good description of their data. Chinnan and Park (1995) reported sorption isotherms for methyl-and hydroxypropyl cellulose films. The objective of this study was to produce chitosan blend films with three plasticizers and two fatty acids and to determine the mechanical and barrier properties and sorption characteristics. "
622,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['Materials and methods', 'Materials']"," Chitosan sample (DD, 78% and molecular weight 2,00,000 Da) was obtained from M / s India Sea Food, Cochin, Kerala. Polyols were procured from Sisco Research Lab, Mumbai. Fatty acids were from Merk, India. The salts from Qualigen, India. "
623,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['Materials and methods', 'Preparation of chitosan blend films']"," Chitosan (1% W / V) solution was prepared by dissolving in acetic acid (0.5% , V / V) and films were prepared as described before (Srinivasa, Ramesh, Kumar, & Tharanathan, 2004). Chitosan blend films were prepared using different concentrations of plasticizers (glycerol, sorbitol and PEG) and fatty acids (palmitic and stearic acids). The chitosan-plasticizer blend solutions were stirred for 60 min prior to wet casting and drying. For fatty acid blend films, chitosan solution was heated to 60 °C and fatty acid was added with stirring, wet casted and dried under infrared (Tharanathan, Srinivasa, & Ramesh, 2002). "
624,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['Materials and methods', 'Mechanical properties']"," LLOYDS Universal testing (LLOYDS—50 K, London, UK) instrument was used to measure TS and% ε at break. The tests were carried out according to ASTM D-882 standard test (ASTM, 1995), with initial grip separation of 50 mm and cross head speed of 50 mm / min. TS was calculated by dividing the maximum load for breaking the film by cross-sectional area, and% ε by dividing film elongation at rupture to initial gauge length, and the values were measured both in longitudinal and transverse directions to observe whether any difference in the orientation of polymer chain occurs. Percent elongation is the ratio of extension to the length of the sample. The modulus of elasticity (ME) is the ratio of stress to strain at the linear portion of the curve. All means were compared with each other, the results of ANOVA indicated significance (p<0.05). The films were tested for impact strength (IS) as per ASTM methods. The normalized IS was calculated by dividing the impact energy by the average film thickness. "
625,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['Materials and methods', 'Water vapor permeability (WVP)']"," WVP of films was determined using aluminum dishes according to ASTM E-96-97 method (ASTM, 1980). Films with an exposed area of 50 cm^2 were tested at 90% RH in a humidity cabinet (Laboratory Thermal Equipment, Glasgow, UK). Weight loss graphs were plotted with respect to time, and the linear least-square method was used to calculate water vapor transmission rate (WVTR) using the equation:WVTR=slope / filmarea. WVP was determined by using the equation (Chinnan & Park, 1995): WVP=(WVTR / P2-P1)L, where P1 is the partial pressure (kPa) inside the cup, P2 the water vapor partial pressure (kPa) at the film outer surface in the system and L the average film thickness (mm). Oxygen transmission rate (OTR) was determined using volumetric permeability cell (Customs Scientific Instruments, New Jersey, USA) according to ASTM D-1434 procedure (ASTM, 1983). "
626,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films.xml,"['Materials and methods', 'Sorption studies']"," Saturated salt solutions of lithium chloride, potassium acetate, magnesium chloride, potassium carbonate, magnesium nitrate, sodium nitrite, sodium chloride, potassium chromate and ammonium phosphate were used in desiccators to obtain different RH combinations having aw values of 0.11, 0.22, 0.33, 0.44, 0.54, 0.64, 0.72, 0.86 and 0.92, respectively. Prior to keeping the films, they were conditioned to 65% RH at 27 °C. The initial moisture content (IMC) of the blend films was measured in duplicate on dry basis (db in% ) by drying in hot air oven at 100±2 °C to constant weight (AOAC,1990). The sorption experiments were carried out by keeping approximately 500 mg of blend films (1 cm×1 cm) in desiccators, removing at frequent intervals and weighing until they reach constant weight (within±5% ). All chemicals were of analytical grade (AR). "
